;id_Comp_Matriz;Servicio;Ministerio;Anio;indicador1;indicador2;indicador3;indicador4;indicador5;indicador6;indicador8;indicador9;indicador10;indicador11;indicador12;indicador13;indicador14;indicador15;indicador16;indicador17;indicador18;indicador19;indicador20;indicador21;indicador22;indicador23;indicador24;indicador25;indicador26;indicador27;indicador28;indicador29;indicador30;indicador31;indicador32;indicador1_III;indicador2_III;indicador3_III;indicador4_III;indicador5_III;indicador6_III;indicador8_III;indicador9_III;indicador10_III;indicador11_III;indicador12_III;indicador13_III;indicador14_III;indicador15_III;indicador16_III;indicador17_III;indicador18_III;indicador19_III;indicador20_III;indicador21_III;indicador22_III;indicador23_III;indicador24_III;indicador25_III;indicador26_III;indicador27_III;indicador28_III;indicador29_III;indicador30_III;indicador31_III;indicador32_III;porComp;porTra;porAnom;porProm;score;Ministerio_y;Monto;Cantidad_licitaciones
1156;133311;Ilustre Municipalidad De Curepto;Municipios;2022;30.9;4.0;0.0;51.87747035573123;26.383399209486164;8.403688735343207;64.318866107586;207.156577636868;0.02312018441676496;0.018588438921118375;3.681;2.411764705882353;10.789980732177263;20.00899548150867;2.38;0.0;25.919117647058822;8.09;61.36;41.67;5.15;2.94;0.0;0.0;96.43;-3.569999999999993;5.15;0.0;61.36;41.67;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;;20.0;0.0;11.0;14.0;61.47164863979023;Municipios;4994426878.0;2600
487;114916;I Municipalidad De Purranque;Municipios;2021;42.7;3.0;-1.0;46.185397867104186;10.254306808859722;17.75735713309516;58.580525115019;611.646144005891;0.0112224014754506;0.08254118368871251;1.786;2.466666666666667;9.647058823529413;41.049846139218246;1.73;0.0;24.666666666666668;20.0;34.09;41.67;1.33;1.33;0.0;0.0;96.61;18.61;1.33;0.0;34.09;41.67;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;13.0;0.0;9.0;10.0;62.94589520395972;;4986244830.0;1738
1937;100488;I Municipalidad De La Cisterna;Municipios;2022;14.6;8.0;-1.0;32.82471157424637;45.9992556754745;27.189783312736456;97.662588994979;593.712076507402;0.030212898280648964;0.08722288094144927;3.989;1.8964285714285714;14.482065035199463;33.06255981982419;2.38;0.0;25.625;33.57;30.0;83.33;5.71;7.14;0.71;0.36;67.57;-11.0;6.79;0.0;30.0;83.33;0.0;1.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;1.0;20.0;20.0;20.0;20.0;48.03184571954198;;4974943554.0;2984
895;119994;I Municipalidad De Lonquimay;Municipios;2021;40.0;2.0;-1.0;35.0;7.739726027397261;5.00681071363665;93.41261548543301;329.337063562125;0.01992239408183991;0.02789406674539194;6.478;1.85;14.276002719238614;27.674698953136392;2.1;0.0;22.75;6.0;61.11;68.18;0.0;4.0;0.0;0.0;88.46;1.1599999999999966;0.0;0.0;61.11;68.18;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;3.0;1.0;13.0;20.0;18.0;16.0;62.7615634067247;;4961467659.0;2523
1631;116411;I Municipalidad De Pitrufquen;Municipios;2022;36.9;3.0;-2.0;54.26621160409557;16.241496598639458;23.770616185846556;36.73930958786;245.139190115132;0.006492295856156453;0.016299728410521477;2.335;2.04375;5.807478122513921;23.299099912359782;1.82;0.0;21.875;14.37;25.29;17.65;0.0;3.12;0.0;0.0;81.31;-8.849999999999994;0.0;0.0;25.29;17.65;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;70.23503663526502;;4950290908.0;2203
1427;87167;I Municipalidad De Rancagua;Municipios;2022;25.6;5.0;0.0;48.86486486486486;14.486486486486486;18.662187427139223;340.3710395208319;207.901406367378;0.1754215192251822;0.022314899089531763;4.578;2.6079545454545454;23.783783783783782;21.81758448644682;3.17;0.0;37.5;;15.62;34.78;61.93;3.98;0.0;0.0;64.41;27.869999999999997;61.93;0.0;15.62;34.78;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;;1.0;2.0;1.0;20.0;0.0;0.0;10.0;62.18289085545723;;4949225139.0;1072
1654;115163;Municipalidad De Traiguen;Municipios;2022;32.5;4.0;0.0;40.05305039787798;18.807947019867548;16.260019924605768;63.748881297595005;217.223547622593;0.008222559017018342;0.01905925314774148;3.396;2.283132530120482;9.52994204764971;21.495492722557383;2.3;0.0;25.753012048192772;10.24;55.42;52.94;5.42;3.01;0.0;0.0;96.0;-1.1400000000000006;5.42;0.0;55.42;52.94;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;;20.0;0.0;11.0;14.0;60.43592264831204;;4943038290.0;2377
548;112924;I Municipalidad De Montepatria;Municipios;2021;23.7;4.0;-2.0;29.26657263751763;35.43723554301834;18.38280907832649;81.673873620717;125.95285782856;0.011883634742218525;0.009244548134743989;2.944;1.9959839357429718;14.031554212823096;15.309078882215958;2.06;0.0;26.004016064257026;22.49;47.13;22.22;4.82;2.81;0.0;0.0;97.92;1.0900000000000034;4.82;1.31;47.13;22.22;;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;;20.0;0.0;10.0;13.0;56.074074074074076;;4939171823.0;3147
1557;100090;I Municipalidad De Buin;Municipios;2022;27.2;4.0;0.0;52.35204855842185;15.174506828528072;17.214151769056134;123.04866210286299;802.1813135971531;0.05565595665025641;0.1488002390216074;3.627;2.5217391304347827;17.12121212121212;43.81690215389213;3.18;0.0;29.07608695652174;1.09;21.74;25.0;31.52;1.09;0.0;0.0;61.11;11.11;31.52;0.0;21.74;25.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;61.21419735464839;;4938163120.0;746
2088;100072;I Municipalidad De Pirque;Municipios;2022;22.7;4.0;2.0;56.75675675675676;16.666666666666664;5.674321129973294;84.307260737784;2086.8084727131463;0.02378588315237304;0.24745484122766603;2.454;2.772727272727273;11.036036036036036;71.56533907803647;3.21;0.0;25.568181818181817;;42.11;0.0;2.27;2.27;0.0;2.27;96.67;9.170000000000002;4.55;0.0;42.11;0.0;0.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;2.0;;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;1.0;27.0;0.0;10.0;17.0;60.19993444772206;;4930627765.0;617
1854;84300;Ilustre Municipalidad De Macul;Municipios;2022;20.0;4.0;0.0;55.16014234875445;12.455516014234876;32.890324760129324;54.191178751545;967.8958644551878;0.012609320275345559;0.06487841432763118;5.676;2.8444444444444446;9.613130128956623;55.86343751963776;3.12;0.0;24.166666666666668;8.89;3.33;0.0;8.89;2.22;0.0;0.0;70.27;53.599999999999994;8.89;0.0;3.33;0.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;71.14219557839311;;4929983648.0;1001
1894;7186;Comision Nacional De Riego;Ministerio de Agricultura;2022;15.4;4.0;1.0;44.89795918367347;7.288629737609329;3.541428027639436;1124.2449220408312;732.256374855198;0.5785610752765031;0.1004828124365076;4.605;3.1025641025641026;42.00000000000001;43.36724431555325;3.02;0.0;17.94871794871795;12.82;15.79;18.75;5.13;0.0;0.0;0.0;65.79;20.960000000000008;5.13;0.0;15.79;18.75;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;67.48184096171535;;4926520998.0;405
1566;7048;Servicio Salud Araucania Sur Hospital Pitrufquen;Ministerio de Salud;2022;32.8;4.0;-3.0;33.81526104417671;31.88755020080321;26.689600990981738;77.948045874493;195.860528495283;0.013903601216870388;0.020055033597701152;2.456;2.791044776119403;11.598513011152416;19.666980487478114;1.65;0.0;20.52238805970149;37.31;17.02;35.0;1.49;5.97;0.0;0.0;80.6;3.9299999999999926;1.49;;17.02;35.0;;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;2.0;;27.0;0.0;11.0;17.0;62.536873156342175;;4926235995.0;1832
1284;100127;I Municipalidad De Castro;Municipios;2022;46.4;3.0;1.0;47.10884353741496;5.1020408163265305;7.856523911256466;98.91710083993;657.707226492537;0.020670258264720857;0.09149330526540243;3.39;1.6714285714285715;12.244897959183675;44.58579501212781;2.34;0.0;26.428571428571427;;41.67;64.29;8.57;2.86;0.0;0.0;96.08;13.219999999999999;8.57;0.0;41.67;64.29;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;20.0;0.0;10.0;14.0;57.55817764667322;;4925508702.0;782
644;7317;Centro De Referencia De Salud De Maipu;Ministerio de Salud;2021;23.1;6.0;-1.0;46.55172413793103;1.5804597701149428;0.6254850152591562;81.94036999743899;1887.0824920653579;0.010770332118059197;0.2714828734268577;1.656;3.826923076923077;9.49868073878628;55.70097564396229;1.88;0.0;9.134615384615385;26.92;17.86;15.79;7.69;1.92;0.0;0.0;22.92;-0.759999999999998;7.69;0.0;17.86;15.79;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;67.74876258747227;;4924426498.0;1106
702;103916;Universidad De Atacama;Otros;2021;18.4;4.0;0.0;38.26714801444043;9.2057761732852;22.77681189796819;104.316475416611;1029.8699929307918;0.0209536336455901;0.12519379907993877;3.759;2.1973684210526314;14.436619718309858;48.325141280518444;1.94;0.0;25.32894736842105;23.68;6.38;36.36;5.26;0.0;0.0;0.0;95.08;-0.5700000000000074;5.26;0.0;6.38;36.36;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;13.0;0.0;9.0;10.0;61.24935995903738;;4917596734.0;1138
1113;120004;I Municipalidad De Yumbel;Municipios;2022;14.8;6.0;-2.0;52.76174773289365;11.871393239901073;6.213660446587262;45.011578819629996;790.174592951168;0.004788758265947194;0.09695457540869247;3.069;2.419753086419753;7.028985507246377;43.66263766370582;2.5;0.0;28.395061728395063;20.37;39.66;87.5;5.56;6.17;8.02;0.0;100.0;3.3299999999999983;12.35;0.0;39.66;87.5;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;1.0;20.0;20.0;20.0;20.0;56.57690233767882;;4907265456.0;1465
655;116733;I Municipalidad De Hijuelas;Municipios;2021;47.1;6.0;-1.0;27.037887485648678;63.088404133180255;28.760499952108727;91.29686617229999;764.407148200791;0.02141951639373823;0.10658798214941287;3.5;2.9411764705882355;11.93058568329718;44.71124354257875;1.47;0.0;25.735294117647058;26.47;14.29;7.69;2.94;29.41;0.0;0.0;100.0;0.0;2.94;0.0;14.29;7.69;0.0;2.0;3.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;27.0;0.0;9.0;16.0;57.70267963816351;;4892273478.0;1895
302;116404;I Municipalidad De Chimbarongo;Municipios;2021;24.8;3.0;-2.0;64.46280991735537;2.644628099173554;2.2584492368327194;45.626644857099;1493.8077015348529;0.006636153889358235;0.22638859396327543;8.028;1.950354609929078;7.0287539936102235;48.92989540915083;2.33;0.0;23.404255319148938;4.26;21.74;30.77;12.06;2.13;0.71;0.71;54.1;-17.109999999999992;12.06;0.0;21.74;30.77;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;59.662058371735796;;4852221360.0;962
1980;113259;I Municipalidad De Lota;Municipios;2022;29.5;5.0;1.0;27.436935534101526;11.55403301152289;19.690385394434625;60.465629440527;150.058268174684;0.005653069284483665;0.022233328868240948;5.627;1.278301886792453;9.15371329879102;18.878609374145785;2.09;0.0;29.422169811320753;19.34;36.97;25.0;17.92;4.95;0.0;0.0;99.19;6.719999999999999;17.92;0.0;36.97;25.0;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;1.0;27.0;0.0;10.0;17.0;63.888095917784746;;4852166699.0;3516
1196;113853;I Municipalidad De Collipulli;Municipios;2022;40.6;4.0;2.0;50.707070707070706;22.401614530776992;10.841826208370074;48.574083440648;244.460048350188;0.006588836301994812;0.02926014098800045;2.789;2.3125;7.389635316698656;23.250748184831277;1.64;0.0;19.140625;15.62;9.38;5.88;9.38;1.56;0.0;0.0;62.5;2.5;9.38;0.0;9.38;5.88;0.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;74.09204808576774;;4846354836.0;2048
1038;7048;Servicio Salud Araucania Sur Hospital Pitrufquen;Ministerio de Salud;2021;31.7;7.0;2.0;24.564796905222437;14.70019342359768;8.048831323806093;88.825905709642;185.649699611769;0.01956601631374351;0.02265491013404984;2.791;3.4;12.082574377656346;19.402422061361335;1.74;0.0;20.0;35.0;15.62;26.92;3.33;0.0;0.0;0.0;76.67;0.960000000000008;3.33;;15.62;26.92;0.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;70.73015873015873;;4840714317.0;2301
885;100127;I Municipalidad De Castro;Municipios;2021;39.2;2.0;-1.0;52.5987525987526;9.336099585062241;18.154395854469684;86.28780862623599;347.518824017337;0.023380549289524172;0.049866627602514785;9.434;1.4742268041237114;11.594202898550725;29.73722864393538;1.93;0.0;22.68041237113402;1.03;50.85;66.67;3.09;2.06;0.0;0.0;82.86;-9.090000000000003;3.09;0.0;50.85;66.67;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;3.0;1.0;13.0;20.0;18.0;16.0;60.74415429254139;;4835358966.0;658
734;118070;I Municipalidad De Maule;Municipios;2021;24.2;6.0;-2.0;42.044358727097396;30.858244937319192;18.210022619062567;70.004092880906;396.32561603622906;0.008954266539875782;0.10287916268884248;9.116;2.7196969696969697;9.330985915492956;29.188874718037443;2.3;0.0;40.78947368421053;15.04;41.89;55.56;74.44;6.77;0.0;0.0;81.93;-13.189999999999998;74.44;0.0;41.89;55.56;;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;3.0;2.0;3.0;1.0;2.0;2.0;;13.0;0.0;30.0;17.0;54.89594356261023;;4823590519.0;1254
686;7310;Servicio De Salud Magallanes Hospital De Pto Natales;Ministerio de Salud;2021;46.9;3.0;-4.0;36.60637381567614;4.7372954349698535;12.728299184809686;59.914061773707004;242.947208541622;0.006142836227105297;0.022509925681371907;3.462;2.0208333333333335;7.547169811320755;22.526383752256827;1.73;0.0;24.739583333333332;20.83;58.57;92.31;1.04;1.04;0.0;0.0;97.92;3.049999999999997;1.04;;58.57;92.31;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;;13.0;20.0;22.0;17.0;59.95986133917168;;4822533077.0;1843
598;142855;I Municipalidad De San Pedro;Municipios;2021;41.9;3.0;-1.0;58.23170731707317;20.121951219512198;13.223558752044287;52.888264794411995;210.123769049599;0.00883460368320155;0.025124469497928435;4.167;2.395348837209302;7.934131736526947;20.598299665647506;2.02;0.0;20.348837209302324;9.3;44.44;0.0;2.33;0.0;0.0;0.0;74.29;8.38000000000001;2.33;0.0;44.44;0.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;;13.0;0.0;10.0;10.0;73.23809523809524;Municipios;4818506250.0;1514
1869;119273;I Municipalidad De Olivar;Municipios;2022;54.1;2.0;-1.0;61.78861788617886;13.983739837398373;7.8704676511842;51.107179009894;761.5556616578659;0.010298215485474835;0.13246304269471157;5.882;1.3529411764705883;8.130081300813009;43.91950563382832;1.74;0.0;24.705882352941178;;38.24;25.0;0.0;3.53;0.0;0.0;98.33;-1.6700000000000017;0.0;0.0;38.24;25.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;1.0;20.0;0.0;10.0;14.0;63.88725008194035;;4818345848.0;726
1060;120002;I Municipalidad Rio Ibanez;Municipios;2022;55.3;2.0;0.0;41.70337738619677;29.91202346041056;29.000490214540676;90.65102256376301;358.384734785299;0.022223491717869654;0.04949486393735905;6.897;1.3191489361702127;11.661807580174926;31.12661713980531;1.63;0.0;25.0;4.26;32.14;20.0;0.0;2.13;0.0;0.0;100.0;3.3299999999999983;0.0;0.0;32.14;20.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;65.14099026231483;Municipios;4802541898.0;1570
1500;118089;I Municipalidad De Freire;Municipios;2022;23.4;4.0;0.0;52.23684210526316;33.421052631578945;10.083404806832036;73.066269897433;363.636631439509;0.013816121969501629;0.08446229189002881;3.615;1.828169014084507;11.098265895953757;30.62243714413318;2.42;0.0;31.830985915492956;11.55;43.75;35.71;27.32;1.97;0.0;0.0;100.0;5.0;27.32;0.0;43.75;35.71;;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;;20.0;0.0;11.0;14.0;58.380858734841034;;4783840362.0;1133
998;102868;I Municipalidad De Puerto Varas;Municipios;2021;47.3;2.0;-1.0;40.123934934159564;28.272656855151045;12.259789343652299;63.213366865186;647.4665363014791;0.00962926083565897;0.10529379475695784;2.198;2.135135135135135;9.781790820165538;39.4354304913294;1.76;0.0;24.324324324324323;4.05;10.17;25.0;2.7;1.35;0.0;0.0;93.94;-1.6599999999999966;2.7;0.0;10.17;25.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;62.03447687318655;;4772828584.0;2232
1875;116404;I Municipalidad De Chimbarongo;Municipios;2022;33.7;3.0;0.0;64.61086637298091;4.1116005873715125;3.3207772613441753;45.71522141434399;316.068972973976;0.01730336371081631;0.05531916988408191;4.258;1.8699186991869918;7.594936708860759;27.40276988888341;2.35;0.0;26.321138211382113;2.44;49.28;20.59;9.35;1.63;0.0;0.0;90.48;36.38;9.35;0.0;49.28;20.59;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;2.0;1.0;1.0;20.0;0.0;10.0;13.0;68.22723379960034;;4772677476.0;1084
1584;102868;I Municipalidad De Puerto Varas;Municipios;2022;48.5;2.0;0.0;50.416666666666664;26.458333333333332;9.431175194526075;55.553604589057;742.1502923453389;0.008097400556220003;0.10286742907695211;3.205;2.1363636363636362;8.481262327416173;44.9643167912796;1.74;0.0;22.727272727272727;10.61;1.79;14.29;1.52;0.0;0.0;0.0;88.89;-5.049999999999997;1.52;0.0;1.79;14.29;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;;20.0;0.0;11.0;14.0;67.16814159292035;;4758366172.0;2145
1981;86943;I Municipalidad De Pucon;Municipios;2022;47.1;3.0;1.0;46.81978798586572;17.137809187279153;34.8597435299158;57.260515129053;291.165255693134;0.012876133440574897;0.0668763692023666;1.956;1.8980891719745223;9.956331877729257;24.313317494286263;2.06;0.0;21.81528662420382;5.73;34.15;0.0;6.37;0.64;0.0;0.0;68.42;12.420000000000002;6.37;0.0;34.15;0.0;0.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;1.0;20.0;0.0;10.0;13.0;68.17013988010277;;4753588888.0;1199
652;7195;Delegación Presidencial Regional Metropolitana De Santiago;Ministerio del interior y Seguridad pública;2021;100.0;1.0;-5.0;61.48148148148148;17.77777777777778;91.71505261561546;211.248293936907;4127.84505289581;0.09510939311559774;0.9170328707313932;100.0;1.0;19.25925925925926;94.27037625554217;1.0;0.0;25.0;;;;0.0;0.0;0.0;0.0;100.0;66.67;0.0;;0.0;;;3.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;2.0;;;;1.0;1.0;1.0;1.0;3.0;3.0;1.0;;1.0;;;40.0;0.0;25.0;32.0;54.353439153439155;;4741495341.0;135
1246;6947;Subsecretaria De Servicios Sociales;Ministerio de Desarrollo Social;2022;7.8;4.0;0.0;30.147965474722564;39.88902589395808;22.34980410719375;485.14887820262805;409.31202775318695;0.14214691117354653;0.031578448140472504;5.769;2.8051948051948052;33.3128078817734;34.04802072252457;3.6;0.0;20.454545454545453;1.3;8.7;0.0;0.0;1.3;0.0;1.3;53.12;13.829999999999998;1.3;0.0;8.7;0.0;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;0.0;13.0;67.48818473054843;;4738161501.0;1699
74;7420;Delegación Presidencial Provincial De Petorca;Ministerio del interior y Seguridad pública;2021;0.0;3.0;1.0;37.89473684210526;60.526315789473685;99.18102663331399;462.43248727831406;4818.988871365997;0.32832748717442256;1.2779014436225826;33.333;3.0;34.031413612565444;89.34837601012765;1.5;0.0;25.0;100.0;;;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;1.0;3.0;1.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;;;1.0;1.0;1.0;1.0;;;1.0;1.0;;;;27.0;33.0;0.0;21.0;57.923280423280424;;4731150388.0;207
742;113853;I Municipalidad De Collipulli;Municipios;2021;49.0;2.0;-1.0;49.03846153846154;24.759615384615387;6.051549450537153;55.318165840759;313.881266776387;0.009591939532548822;0.028711650415872064;6.742;1.2549019607843137;8.206330597889801;27.883589296621587;1.52;0.0;16.666666666666668;5.88;24.0;5.26;1.96;3.92;0.0;0.0;60.0;33.91;1.96;0.0;24.0;5.26;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;72.05666495989075;;4725477018.0;1796
272;100488;I Municipalidad De La Cisterna;Municipios;2021;11.5;9.0;-3.0;25.35211267605634;59.97938852627963;47.543770581936435;149.54507400202098;142.487514542389;0.042268650833982756;0.033191789649281295;6.448;1.4083769633507854;18.58407079646018;17.593171458980887;2.13;0.0;26.57068062827225;45.03;50.0;33.33;9.42;17.28;0.0;0.0;78.57;-7.790000000000006;9.42;0.0;50.0;33.33;0.0;1.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;13.0;0.0;9.0;10.0;52.26489161973033;;4709136957.0;3166
